"Город","salary","Должность","exp","Язык.программирования"
"3006","Харьков",2700,"Technical Lead",10,"C#/.NET"
"3007","Одесса",900,"Верстальщик",2,""
"3008","Львов",2500,"Senior Software Engineer",3,"Objective-C"
"3009","Киев",1385,"Junior Software Engineer",2,"C++"
"3010","Киев",3850,"Senior Software Engineer",6,"Java"
"3011","Черкассы",1300,"Software Engineer",8,"C#/.NET"
"3012","Львов",700,"QA engineer",2,""
"3013","Киев",2800,"Software Engineer",4,"Objective-C"
"3014","Киев",2400,"Team lead",6,""
"3015","Севастополь",600,"Junior Software Engineer",2,"Java"
"3016","Киев",5000,"Software Engineer",6,"Ruby/Rails"
"3017","Киев",2400,"Senior Software Engineer",7,"C++"
"3018","Харьков",2500,"Senior Software Engineer",10,"C#/.NET"
"3019","Львов",1450,"DBA / Администратор баз данных",6.5,""
"3020","Киев",550,"Junior QA engineer",0.5,""
"3021","Киев",1000,"Senior Software Engineer",3.5,"C#/.NET"
"3022","Донецк",1600,"Системный администратор",2,""
"3023","Киев",1425,"Junior Software Engineer",1.5,"Java"
"3024","Харьков",650,"Системный администратор",6,""
"3025","Харьков",650,"Junior Software Engineer",1,"Java"
